SYMBOL,SERIES,QTY_TRADED,DELIV_QTY,DELIV_PCT
BLUEDART,EQ,3477567.0,181101.0,5.21
BLUEJET,EQ,162010.0,101056.0,62.38
BLUEPEBBLE,SM,1600.0,1600.0,100.0
BLUESTARCO,EQ,256389.0,159231.0,62.11
BLUESTONE,EQ,327899.0,89257.0,27.22
BLUSPRING,EQ,113489.0,87453.0,77.06
BMETRICS,SM,27200.0,25600.0,94.12
BMWVENTLTD,EQ,454390.0,220500.0,48.53
BODALCHEM,EQ,77341.0,40667.0,52.58
BOHRAIND,EQ,19614.0,11147.0,56.83
BOMDYEING,EQ,517458.0,244522.0,47.25
BORANA,EQ,41587.0,27999.0,67.33
BOROLTD,EQ,87307.0,48755.0,55.84
BORORENEW,EQ,311566.0,127339.0,40.87
BOROSCI,EQ,12701.0,6900.0,54.33
BOSCHLTD,EQ,24286.0,10993.0,45.26
BOSS,SM,4000.0,4000.0,100.0
BPCL,EQ,14807100.0,6517455.0,44.02
BPL,EQ,36937.0,25102.0,67.96
BRACEPORT,SM,6400.0,6400.0,100.0
BRIGADE,EQ,345831.0,193072.0,55.83
BRIGHOTEL,EQ,146069.0,89290.0,61.13
BRITANNIA,EQ,258697.0,169368.0,65.47
BRNL,EQ,43906.0,33253.0,75.74
BROOKS,EQ,77358.0,40559.0,52.43
BSE,EQ,1965445.0,536894.0,27.32
BSE500IETF,EQ,85817.0,73985.0,86.21
BSHSL,EQ,6727.0,3890.0,57.83
BSL,EQ,38485.0,19732.0,51.27
BSLGOLDETF,EQ,1697292.0,1535070.0,90.44
BSLNIFTY,EQ,127884.0,108702.0,85.0
BSLSENETFG,EQ,3641.0,1876.0,51.52
BSOFT,EQ,864135.0,315434.0,36.5
BTML,EQ,270106.0,162146.0,60.03
BULKCORP,SM,2400.0,2400.0,100.0
BUTTERFLY,EQ,38569.0,20182.0,52.33
BYKE,EQ,77876.0,67129.0,86.2
C2C,ST,10200.0,10200.0,100.0
CADSYS,SM,2500.0,1500.0,60.0
CALSOFT,EQ,129596.0,54493.0,42.05
CALSOFTPP,E1,24642.0,22967.0,93.2
CAMLINFINE,EQ,506671.0,392305.0,77.43
CAMPUS,EQ,131545.0,45684.0,34.73
CAMS,EQ,663840.0,193087.0,29.09
CANARYS,SM,12000.0,8000.0,66.67
CANBK,EQ,93428789.0,28610709.0,30.62
CANFINHOME,EQ,389000.0,264187.0,67.91
CANHLIFE,EQ,2277725.0,1236674.0,54.29
CANTABIL,EQ,189172.0,114580.0,60.57
CAPACITE,EQ,186155.0,98264.0,52.79
CAPINVIT,IV,146047.0,134802.0,92.3
CAPITALSFB,EQ,125190.0,102213.0,81.65
CAPLIPOINT,EQ,27977.0,13087.0,46.78
CAPTRUST,EQ,18033.0,18032.0,99.99
CARBORUNIV,EQ,65701.0,28668.0,43.63
CARERATING,EQ,32097.0,20569.0,64.08
CARRARO,EQ,596888.0,310503.0,52.02
CARTRADE,EQ,484468.0,193414.0,39.92
CARYSIL,EQ,243511.0,120784.0,49.6
CASHIETF,EQ,301566.0,224078.0,74.3
CASTROLIND,EQ,1299470.0,859692.0,66.16
CCCL,EQ,639807.0,392425.0,61.33
CCHHL,EQ,32967.0,25994.0,78.85
CCL,EQ,39802.0,23710.0,59.57
CDSL,EQ,809134.0,273745.0,33.83
CEATLTD,EQ,347632.0,94140.0,27.08
CEDAAR,SM,22000.0,19000.0,86.36
CEIGALL,EQ,110936.0,54000.0,48.68
CELEBRITY,EQ,33816.0,26411.0,78.1
CELLECOR,SM,711000.0,444000.0,62.45
CELLO,EQ,701061.0,314137.0,44.81
CELLPOINT,SM,6000.0,6000.0,100.0
CEMPRO,EQ,548822.0,215174.0,39.21
CENTENKA,EQ,9747.0,6896.0,70.75
CENTRALBK,EQ,8067258.0,3928440.0,48.7
CENTRUM,EQ,706851.0,361790.0,51.18
CENTUM,EQ,92948.0,43964.0,47.3
CENTURYPLY,EQ,120316.0,36598.0,30.42
CERA,EQ,13680.0,8298.0,60.66
CESC,EQ,1461550.0,733537.0,50.19
CEWATER,EQ,9877.0,5284.0,53.5
CGCL,EQ,15039446.0,5178682.0,34.43
CGPOWER,EQ,5090803.0,2659440.0,52.24
CGRAPHICS,SM,9600.0,6400.0,66.67
CHALET,EQ,81508.0,43210.0,53.01
CHAMBLFERT,EQ,944631.0,585600.0,61.99
CHAMUNDA,SM,27000.0,21000.0,77.78
CHANDAN,ST,28800.0,27200.0,94.44
CHAVDA,SM,1000.0,1000.0,100.0
CHEMBOND,EQ,16086.0,9282.0,57.7
CHEMBONDCH,EQ,5378.0,4180.0,77.72
CHEMCON,EQ,69523.0,24256.0,34.89
CHEMFAB,EQ,7733.0,4105.0,53.08
CHEMPLASTS,EQ,36544.0,20716.0,56.69
CHENNPETRO,EQ,17043830.0,2571300.0,15.09
CHETANA,SM,6400.0,6400.0,100.0
CHEVIOT,EQ,1927.0,1388.0,72.03
CHOICEIN,EQ,428418.0,157525.0,36.77
CHOLAFIN,EQ,654163.0,310580.0,47.48
CHOLAHLDNG,EQ,104844.0,76423.0,72.89
CIEINDIA,EQ,76332.0,42708.0,55.95
CIFCZC25,ND,6.0,6.0,100.0
CIFL,EQ,277082.0,167570.0,60.48
CIGNITITEC,EQ,40098.0,26205.0,65.35
CINELINE,EQ,8478.0,4181.0,49.32
CINEVISTA,EQ,15452.0,7737.0,50.07
CIPLA,EQ,4053965.0,1304448.0,32.18
CLASSICEIL,SM,27200.0,27200.0,100.0
CLEAN,EQ,687506.0,417199.0,60.68
CLSEL,EQ,34374.0,21406.0,62.27
CMNL,SM,8250.0,6750.0,81.82
CMRSL,SM,800.0,800.0,100.0
CMSINFO,EQ,578484.0,315752.0,54.58
COALINDIA,EQ,15154040.0,7779751.0,51.34
COALINDIA,T0,1.0,1.0,100.0
COASTCORP,EQ,131118.0,75187.0,57.34
COCHINSHIP,EQ,507176.0,220858.0,43.55
COFORGE,EQ,1236877.0,745786.0,60.3
COHANCE,EQ,1750195.0,1238161.0,70.74
COLPAL,EQ,358683.0,203827.0,56.83
COMMOIETF,EQ,1027068.0,964599.0,93.92
COMPUSOFT,EQ,26611.0,19981.0,75.09
COMSYN,EQ,44719.0,26863.0,60.07
CONCOR,EQ,1211602.0,612945.0,50.59
CONCORDBIO,EQ,59865.0,29192.0,48.76
CONFIPET,EQ,480137.0,238225.0,49.62
CONNPLEX,SM,109600.0,56000.0,51.09
CONS,EQ,2588.0,1469.0,56.76
CONSOFINVT,EQ,3121.0,2351.0,75.33
CONSUMBEES,EQ,114199.0,85288.0,74.68
CONSUMER,EQ,757657.0,620324.0,81.87
CONSUMIETF,EQ,13259.0,8743.0,65.94
CONTI,SM,3333.0,3333.0,100.0
CONTROLPR,EQ,17267.0,11469.0,66.42
COOLCAPS,SM,95000.0,80000.0,84.21
CORALFINAC,EQ,45392.0,25832.0,56.91
CORDSCABLE,EQ,50010.0,39156.0,78.3
COROMANDEL,EQ,1562637.0,595937.0,38.14
COSMOFIRST,EQ,26916.0,17620.0,65.46
COUNCODOS,EQ,125020.0,99493.0,79.58
CPCAP,EQ,7729.0,5180.0,67.02
CPEDU,EQ,27676.0,16305.0,58.91
CPPLUS,EQ,302198.0,220266.0,72.89
CPS,SM,1800.0,1500.0,83.33
CPSEETF,EQ,934057.0,400325.0,42.86
CRAFTSMAN,EQ,31451.0,15197.0,48.32
CRAMC,EQ,1862037.0,573623.0,30.81
CRAYONS,SM,1000.0,1000.0,100.0
CREATIVE,EQ,34357.0,29082.0,84.65
CREATIVEYE,EQ,18666.0,17196.0,92.12
CREDITACC,EQ,1455294.0,493708.0,33.92
CREST,EQ,27079.0,26439.0,97.64
CRISIL,EQ,17696.0,10152.0,57.37
CRIZAC,EQ,326704.0,129341.0,39.59
CROMPTON,EQ,3894928.0,1832429.0,47.05
CROWN,EQ,50360.0,24536.0,48.72
CSBBANK,EQ,142868.0,67936.0,47.55
CSLFINANCE,EQ,16735.0,13071.0,78.11
CTE,EQ,53272.0,30029.0,56.37
CUB,EQ,1867372.0,955957.0,51.19
CUBEINVIT,IV,3750000.0,3750000.0,100.0
CUBEXTUB,EQ,24512.0,14609.0,59.6
CUDML,SM,2000.0,2000.0,100.0
CUMMINSIND,EQ,444822.0,308089.0,69.26
CUPID,EQ,2159954.0,927030.0,42.92
CURRENT,SM,9600.0,4800.0,50.0
CYBERPP,X1,2026.0,2026.0,100.0
CYIENT,EQ,414448.0,308727.0,74.49
CYIENTDLM,EQ,95203.0,49279.0,51.76
DABUR,EQ,1744704.0,779388.0,44.67
DALBHARAT,EQ,213064.0,123943.0,58.17
DALMIASUG,EQ,231919.0,143567.0,61.9
DAMCAPITAL,EQ,319929.0,153415.0,47.95
DAMODARIND,EQ,4970.0,3267.0,65.73
DANGEE,EQ,120853.0,63507.0,52.55
DANISH,SM,20850.0,18150.0,87.05
DATAMATICS,EQ,472108.0,197424.0,41.82
DATAPATTNS,EQ,159655.0,68979.0,43.21
DAVANGERE,EQ,6048226.0,3592029.0,59.39
DBCORP,EQ,214314.0,105912.0,49.42
DBEIL,EQ,31777.0,11278.0,35.49
DBL,EQ,1271195.0,214186.0,16.85
DBOL,EQ,53284.0,14220.0,26.69
DBREALTY,EQ,438829.0,282610.0,64.4
DBSTOCKBRO,EQ,1223.0,1022.0,83.57
DCAL,EQ,129311.0,75200.0,58.15
DCBBANK,EQ,3264420.0,1737470.0,53.22
DCCL,SM,12000.0,12000.0,100.0
DCG,SM,7200.0,7200.0,100.0
DCI,EQ,7833.0,2647.0,33.79
DCM,EQ,12238.0,8871.0,72.49
DCMFINSERV,EQ,28432.0,20842.0,73.3
DCMNVL,EQ,22773.0,16718.0,73.41
DCMSHRIRAM,EQ,95262.0,29139.0,30.59
DCMSRIND,EQ,115243.0,55398.0,48.07
DCW,EQ,722107.0,454595.0,62.95
DCXINDIA,EQ,405308.0,202977.0,50.08
DDEVPLSTIK,EQ,53109.0,37397.0,70.42
DECCANCE,EQ,41870.0,24934.0,59.55
DEEDEV,EQ,289215.0,116612.0,40.32
DEEM,SM,2000.0,1000.0,50.0
DEEPAKFERT,EQ,240288.0,158867.0,66.12
DEEPAKNTR,EQ,92454.0,56901.0,61.55
DEEPINDS,EQ,85166.0,42312.0,49.68
DELAPLEX,SM,10800.0,9000.0,83.33
DELHIVERY,EQ,1774643.0,802778.0,45.24
DELPHIFX,EQ,21999.0,4804.0,21.84
DELTACORP,EQ,494208.0,292151.0,59.11
DELTAMAGNT,EQ,8895.0,6227.0,70.01
DELTIC,SM,26000.0,23000.0,88.46
DEN,EQ,177008.0,115036.0,64.99
DENEERS,SM,7800.0,6600.0,84.62
DENORA,EQ,5659.0,4229.0,74.73
DENTA,EQ,128101.0,40755.0,31.81
DENTALKART,SM,13000.0,9000.0,69.23
DEVIT,EQ,35056.0,22542.0,64.3
DEVX,EQ,100218.0,55209.0,55.09
DEVYANI,EQ,2444010.0,1668663.0,68.28
DGCONTENT,EQ,29956.0,23767.0,79.34
DHAMPURSUG,EQ,145232.0,56420.0,38.85
DHANBANK,EQ,660301.0,396532.0,60.05
DHANLAXMI,SM,10000.0,10000.0,100.0
DHANUKA,EQ,37971.0,17475.0,46.02
DHARIWAL,SM,22800.0,15600.0,68.42
DHARMAJ,EQ,26386.0,15582.0,59.05
DHRUV,EQ,10805.0,7829.0,72.46
DHUNINV,EQ,814.0,676.0,83.05
DIACABS,EQ,1227274.0,436970.0,35.6
DIAMINESQ,EQ,14479.0,9849.0,68.02
DIAMONDYD,EQ,66566.0,46453.0,69.78
DICIND,EQ,1783.0,1342.0,75.27
DIFFNKG,EQ,41619.0,21355.0,51.31
DIGIDRIVE,EQ,19985.0,12737.0,63.73
DIGIKORE,SM,36400.0,28800.0,79.12
DIGITIDE,EQ,113564.0,60531.0,53.3
DIL,EQ,276654.0,194533.0,70.32
DISHTV,EQ,4017427.0,1870216.0,46.55
DIVGIITTS,EQ,3563.0,2519.0,70.7
DIVINEHIRA,ST,9600.0,6400.0,66.67
DIVISLAB,EQ,537064.0,235505.0,43.85
DIVOPPBEES,EQ,58737.0,40561.0,69.06
DIVYADHAN,SM,8000.0,8000.0,100.0
DIXON,EQ,211837.0,111074.0,52.43
DJML,EQ,15227.0,8437.0,55.41
DKEGL,SM,1500.0,1500.0,100.0
DLF,EQ,1835761.0,943074.0,51.37
DLINKINDIA,EQ,46880.0,29396.0,62.7
DMART,EQ,445095.0,309154.0,69.46
DMCC,EQ,20723.0,12273.0,59.22
DNAMEDIA,EQ,22222.0,20144.0,90.65
DODLA,EQ,64227.0,56497.0,87.96
DOLATALGO,EQ,308839.0,163280.0,52.87
DOLLAR,EQ,22798.0,17437.0,76.48
DOLLEX,SM,36000.0,32000.0,88.89
DOLPHIN,EQ,1260.0,1087.0,86.27
DOMS,EQ,13832.0,6831.0,49.39
DONEAR,EQ,37097.0,23783.0,64.11
DPABHUSHAN,EQ,12805.0,5618.0,43.87
DPEL,ST,13500.0,13500.0,100.0
DPSCLTD,EQ,118503.0,85677.0,72.3
DPWIRES,EQ,25506.0,14379.0,56.37
DRCSYSTEMS,EQ,27738.0,21861.0,78.81
DREAMFOLKS,EQ,117247.0,45768.0,39.04
DREDGECORP,EQ,801790.0,172289.0,21.49
DRL,SM,12000.0,12000.0,100.0
DRONE,SM,25500.0,25500.0,100.0
DRREDDY,EQ,8883497.0,4657452.0,52.43
DRSDILIP,SM,800.0,800.0,100.0
DSSL,EQ,13768.0,7978.0,57.95
DTIL,EQ,6583.0,2865.0,43.52
DTL,SM,3600.0,3600.0,100.0
DUCOL,SM,63200.0,60800.0,96.2
DUCON,EQ,2495441.0,1628760.0,65.27
DUGLOBAL,SM,30000.0,25000.0,83.33
DURLAX,SM,8000.0,4000.0,50.0
DVL,EQ,53345.0,34558.0,64.78
DWARKESH,EQ,690130.0,345922.0,50.12
DYCL,EQ,235839.0,130842.0,55.48
DYNAMATECH,EQ,16210.0,11304.0,69.73
DYNAMIC,SM,15000.0,13000.0,86.67
DYNPRO,EQ,21205.0,16491.0,77.77
E2E,EQ,43842.0,18927.0,43.17
EASEMYTRIP,EQ,6199804.0,2755578.0,44.45
EBANKNIFTY,EQ,900.0,894.0,99.33
EBBETF0430,EQ,6296.0,5245.0,83.31
EBBETF0431,EQ,10676.0,7948.0,74.45
EBBETF0433,EQ,5738.0,5441.0,94.82
EBGNG,EQ,77997.0,45304.0,58.08
ECAPINSURE,EQ,148746.0,128428.0,86.34
ECLERX,EQ,128353.0,42822.0,33.36
ECOLINE,SM,48000.0,41000.0,85.42
ECOSMOBLTY,EQ,49373.0,26079.0,52.82
EDELWEISS,EQ,3827408.0,2140805.0,55.93
EEPL,SM,13000.0,11000.0,84.62
EFACTOR,SM,52800.0,39200.0,74.24
EFCIL,EQ,289921.0,178887.0,61.7
EFFWA,SM,9600.0,8000.0,83.33
EFORCE,SM,16800.0,12000.0,71.43
EGOLD,EQ,56695.0,28068.0,49.51
EICHERMOT,EQ,412184.0,280822.0,68.13
EIDPARRY,EQ,295651.0,243356.0,82.31
EIEL,EQ,1796837.0,567548.0,31.59
EIFFL,EQ,18701.0,14227.0,76.08
EIHAHOTELS,EQ,6850.0,3869.0,56.48
EIHOTEL,EQ,135179.0,61471.0,45.47
EIMCOELECO,EQ,24304.0,12633.0,51.98
EKC,EQ,280401.0,167755.0,59.83
ELDEHSG,EQ,8741.0,5064.0,57.93
ELECON,EQ,275425.0,132126.0,47.97
ELECTCAST,EQ,895233.0,364743.0,40.74
ELECTHERM,EQ,8968.0,7223.0,80.54
ELGIEQUIP,EQ,270557.0,138510.0,51.19
ELGNZ,SM,27000.0,21000.0,77.78
ELIN,EQ,53745.0,31240.0,58.13
ELLEN,EQ,203289.0,87409.0,43.0
ELM250,EQ,19971.0,18660.0,93.44
EMAMILTD,EQ,208381.0,154423.0,74.11
EMAMIPAP,EQ,42937.0,12066.0,28.1
EMAMIREAL,EQ,38702.0,22743.0,58.76
EMAPARTNER,SM,3000.0,3000.0,100.0
EMBASSY,RR,187772.0,155280.0,82.7
EMBDL,EQ,3913695.0,1704211.0,43.54
EMCURE,EQ,92046.0,66669.0,72.43
EMIL,EQ,340033.0,172825.0,50.83
EMKAYTOOLS,SM,1650.0,1350.0,81.82
EMMBI,EQ,7770.0,4326.0,55.68
EMMIL,SM,1250.0,1250.0,100.0
EMSLIMITED,EQ,92916.0,53769.0,57.87
EMUDHRA,EQ,42146.0,21659.0,51.39
EMULTIMQ,EQ,136335.0,132840.0,97.44
ENDURANCE,EQ,74957.0,37530.0,50.07
ENERGYDEV,EQ,38917.0,26083.0,67.02
ENFUSE,SM,3600.0,3000.0,83.33
ENGINERSIN,EQ,4066035.0,1577961.0,38.81
ENIL,EQ,101465.0,85811.0,84.57
ENRIN,EQ,736839.0,370393.0,50.27
ENSER,SM,25000.0,25000.0,100.0
ENTERO,EQ,47907.0,27425.0,57.25
ENVIRO,SM,5000.0,4000.0,80.0
EPACK,EQ,538662.0,277406.0,51.5
EPACKPEB,EQ,4158754.0,641608.0,15.43
EPIGRAL,EQ,25042.0,14328.0,57.22
EPL,EQ,336349.0,222842.0,66.25
EQUAL200,EQ,16995.0,13042.0,76.74
EQUAL50,EQ,322.0,198.0,61.49
EQUAL50ADD,EQ,25612.0,22717.0,88.7
EQUITASBNK,EQ,1530249.0,923767.0,60.37
ERIS,EQ,289492.0,229286.0,79.2
ESABINDIA,EQ,1715.0,962.0,56.09
ESAFSFB,EQ,837918.0,623446.0,74.4
ESCONET,SM,37200.0,27200.0,73.12
ESCORTS,EQ,26546.0,8710.0,32.81
ESFL,SM,31680.0,24480.0,77.27
ESG,EQ,8031.0,6262.0,77.97
ESILVER,EQ,69086.0,37302.0,53.99
ESPRIT,SM,1600.0,1600.0,100.0
ESSARSHPNG,EQ,4033535.0,940053.0,23.31
ESSENTIA,EQ,22193727.0,9218310.0,41.54
ESTER,EQ,103946.0,55156.0,53.06
ETERNAL,EQ,19800315.0,10909224.0,55.1
ETHOSLTD,EQ,5863.0,2596.0,44.28
ETL,SM,150.0,150.0,100.0
ETML,SM,16800.0,16800.0,100.0
EUREKAFORB,EQ,80881.0,38368.0,47.44
EUROBOND,EQ,1380.0,1065.0,77.17
EUROPRATIK,EQ,1574941.0,349024.0,22.16
EUROTEXIND,EQ,65075.0,43001.0,66.08
EVEREADY,EQ,98170.0,54327.0,55.34
EVERESTIND,EQ,30111.0,14673.0,48.73
EVIETF,EQ,87043.0,79342.0,91.15
EVINDIA,EQ,126558.0,77026.0,60.86
EXCELINDUS,EQ,1733.0,1198.0,69.13
EXICOM,EQ,157863.0,73577.0,46.61
EXIDEIND,EQ,3586392.0,1284424.0,35.81
EXPLEOSOL,EQ,3354.0,2179.0,64.97
EXXARO,EQ,199648.0,162568.0,81.43
FABTECH,EQ,1090218.0,586429.0,53.79
FACT,EQ,83320.0,21812.0,26.18
FAIRCHEMOR,EQ,5675.0,3505.0,61.76
FALCONTECH,SM,4800.0,4800.0,100.0
FAZE3Q,EQ,45342.0,31449.0,69.36
FCL,EQ,952286.0,541924.0,56.91
FCSSOFT,EQ,1592873.0,862676.0,54.16
FDC,EQ,225715.0,115006.0,50.95
FEDERALBNK,EQ,11944357.0,7170874.0,60.04
FEDFINA,EQ,1179099.0,303590.0,25.75
FELIX,SM,22500.0,18500.0,82.22
FIBERWEB,EQ,34307.0,27760.0,80.92
FIDEL,SM,11000.0,8000.0,72.73
FIEMIND,EQ,42266.0,21035.0,49.77
FILATEX,EQ,2125848.0,1060447.0,49.88
FILATFASH,EQ,46113925.0,22831749.0,49.51
FINCABLES,EQ,373165.0,205639.0,55.11
FINEORG,EQ,8860.0,6305.0,71.16
FINIETF,EQ,144462.0,89783.0,62.15
FINKURVE,EQ,14892.0,7251.0,48.69
FINOPB,EQ,305983.0,129382.0,42.28
FINPIPE,EQ,307503.0,154020.0,50.09
FIRSTCRY,EQ,349868.0,192975.0,55.16
FISCHER,EQ,2620371.0,571195.0,21.8
FIVESTAR,EQ,33255155.0,6002471.0,18.05
FLAIR,EQ,51805.0,19351.0,37.35
FLEXIADD,EQ,232980.0,222732.0,95.6
FLEXITUFF,EQ,12487.0,8083.0,64.73
FLUOROCHEM,EQ,53965.0,30770.0,57.02
FLYSBS,ST,31800.0,26400.0,83.02
FMCGIETF,EQ,469208.0,241480.0,51.47
FMGOETZE,EQ,30710.0,18118.0,59.0
FOCUS,EQ,23562.0,12717.0,53.97
FONEBOX,SM,2000.0,2000.0,100.0
FOODSIN,EQ,79270.0,47764.0,60.25
FORCAS,SM,38400.0,36800.0,95.83
FORCEMOT,EQ,58146.0,23565.0,40.53
FORGEAUTO,SM,1200.0,1200.0,100.0
FORTIS,EQ,1010326.0,605157.0,59.9
FOSECOIND,EQ,3542.0,1512.0,42.69
FRESHARA,SM,37200.0,27600.0,74.19
FROG,SM,6800.0,6000.0,88.24
FSL,EQ,1205679.0,721168.0,59.81
FUSION,EQ,109198.0,62335.0,57.08
FUSIONPP,E1,4645.0,4188.0,90.16
GABRIEL,EQ,130477.0,61513.0,47.14
GAEL,EQ,285051.0,155953.0,54.71
GAIL,EQ,10890893.0,5391053.0,49.5
GAJANAND,SM,3000.0,3000.0,100.0
GALAPREC,EQ,3588.0,2443.0,68.09
GALAXYSURF,EQ,10566.0,5518.0,52.22
GALLANTT,EQ,249606.0,79175.0,31.72
GANDHAR,EQ,141634.0,90195.0,63.68
GANDHITUBE,EQ,11740.0,7266.0,61.89
GANECOS,EQ,22963.0,13044.0,56.8
GANESHBE,EQ,68317.0,44591.0,65.27
GANESHCP,EQ,405683.0,218938.0,53.97
GANESHHOU,EQ,24858.0,15557.0,62.58
GANESHIN,SM,97600.0,68000.0,69.67
GANGABATH,SM,6000.0,6000.0,100.0
GANGAFORGE,EQ,104093.0,68919.0,66.21
GANGESSECU,EQ,5766.0,3416.0,59.24
GARFIBRES,EQ,51969.0,38182.0,73.47
GARUDA,EQ,695093.0,346044.0,49.78
GATECH,EQ,16993943.0,6794785.0,39.98
GATECHDVR,EQ,1773996.0,1174283.0,66.19
GATEWAY,EQ,937295.0,587883.0,62.72
GCHOTELS,ST,43200.0,43200.0,100.0
GCSL,EQ,289548.0,173018.0,59.75
GEECEE,EQ,5108.0,3999.0,78.29
GEEKAYWIRE,EQ,184601.0,131355.0,71.16
GEMAROMA,EQ,95056.0,63543.0,66.85
GENCON,EQ,70088.0,38302.0,54.65
GENESYS,EQ,154565.0,74439.0,48.16
GENUSPAPER,EQ,25913.0,16947.0,65.4
GENUSPOWER,EQ,1494989.0,541155.0,36.2
GEOJITFSL,EQ,201716.0,122647.0,60.8
GESHIP,EQ,313289.0,144372.0,46.08
GGBL,SM,33000.0,25200.0,76.36
GHCL,EQ,191964.0,95359.0,49.68
GHCLTEXTIL,EQ,111258.0,74669.0,67.11
GICHSGFIN,EQ,38370.0,26547.0,69.19
GICL,SM,126000.0,78000.0,61.9
GICRE,EQ,196901.0,128665.0,65.35
GILLANDERS,EQ,11574.0,10022.0,86.59
GILLETTE,EQ,37970.0,14982.0,39.46
GILT5YBEES,EQ,429033.0,358508.0,83.56
GIPCL,EQ,226785.0,139328.0,61.44
GIRIRAJ,SM,4000.0,3250.0,81.25
GKENERGY,EQ,908507.0,305722.0,33.65
GKWLIMITED,EQ,521.0,370.0,71.02
GLAND,EQ,424860.0,402382.0,94.71
GLAXO,EQ,86402.0,59868.0,69.29
GLENMARK,EQ,854083.0,485090.0,56.8
GLOBAL,EQ,85108.0,63197.0,74.26
GLOBALE,EQ,11468.0,6874.0,59.94
GLOBALPET,SM,4500.0,4500.0,100.0
GLOBALVECT,EQ,14485.0,8537.0,58.94
GLOBE,EQ,411580.0,259358.0,63.02
GLOBECIVIL,EQ,376475.0,126836.0,33.69
GLOBUSSPR,EQ,37523.0,15221.0,40.56
GLOSTERLTD,EQ,837.0,595.0,71.09
GLOTTIS,EQ,402032.0,167353.0,41.63
GMBREW,EQ,2490575.0,221593.0,8.9
GMDCLTD,EQ,4049176.0,977253.0,24.13
GML,SM,24000.0,24000.0,100.0
GMMPFAUDLR,EQ,236592.0,117981.0,49.87
GMRAIRPORT,EQ,26516655.0,12260621.0,46.24
GMRP&UI,EQ,697114.0,359744.0,51.6
GNA,EQ,12027.0,7814.0,64.97
GNFC,EQ,136062.0,72314.0,53.15
GOACARBON,EQ,66924.0,26244.0,39.21
GOCLCORP,EQ,29948.0,17700.0,59.1
GOCOLORS,EQ,43825.0,29083.0,66.36
GODAVARIB,EQ,56164.0,31720.0,56.48
GODFRYPHLP,EQ,119444.0,44966.0,37.65
GODIGIT,EQ,261149.0,106715.0,40.86
GODREJAGRO,EQ,101928.0,65874.0,64.63
GODREJCP,EQ,1587968.0,1112992.0,70.09
GODREJIND,EQ,323117.0,259955.0,80.45
GODREJPROP,EQ,475090.0,211586.0,44.54
GOKEX,EQ,385342.0,199083.0,51.66
GOKUL,EQ,10025.0,7046.0,70.28
GOKULAGRO,EQ,326174.0,128147.0,39.29
GOLD1,EQ,1556864.0,751153.0,48.25
GOLD360,EQ,59229.0,12880.0,21.75
GOLDBEES,EQ,42611116.0,15760714.0,36.99
GOLDCASE,EQ,5015005.0,2628750.0,52.42
GOLDETF,EQ,788935.0,324757.0,41.16
GOLDETFADD,EQ,215912.0,155740.0,72.13
GOLDIAM,EQ,134968.0,61982.0,45.92
GOLDIETF,EQ,6943894.0,3956245.0,56.97
GOLDSHARE,EQ,346558.0,190555.0,54.99
GOLDSTAR,SM,686250.0,663750.0,96.72
GOLDTECH,EQ,29347.0,18315.0,62.41
GOODLUCK,EQ,35016.0,17602.0,50.27
GOPAL,EQ,62704.0,25198.0,40.19
GOYALALUM,EQ,144520.0,54259.0,37.54
GOYALSALT,SM,18000.0,16800.0,93.33
GPECO,SM,25200.0,15600.0,61.9
GPIL,EQ,2910653.0,849024.0,29.17
GPPL,EQ,6571456.0,2261921.0,34.42
GPTHEALTH,EQ,69874.0,39340.0,56.3
GPTINFRA,EQ,99421.0,49026.0,49.31
GRANULES,EQ,284092.0,132641.0,46.69
GRAPHISAD,SM,10800.0,10800.0,100.0
GRAPHITE,EQ,3306669.0,1076845.0,32.57
GRASIM,EQ,446894.0,283419.0,63.42
GRAVITA,EQ,341187.0,179336.0,52.56
GRCL,SM,500.0,250.0,50.0
GREAVESCOT,EQ,3974020.0,1299014.0,32.69
GREENCHEF,SM,29600.0,29600.0,100.0
GREENLAM,EQ,60093.0,34217.0,56.94
GREENLEAF,SM,14000.0,11000.0,78.57
GREENPANEL,EQ,1013219.0,857863.0,84.67
GREENPLY,EQ,65651.0,30035.0,45.75
GREENPOWER,EQ,3233497.0,1665015.0,51.49
GRINDWELL,EQ,399165.0,75483.0,18.91
GRINFRA,EQ,5525.0,2366.0,42.82
GRMOVER,EQ,762415.0,335852.0,44.05
GROBTEA,EQ,591.0,349.0,59.05
GROWWDEFNC,EQ,164159.0,107505.0,65.49
GROWWEV,EQ,177060.0,147999.0,83.59
GROWWGOLD,EQ,411981.0,132085.0,32.06
GROWWLIQID,EQ,58896.0,43667.0,74.14
GROWWLOVOL,EQ,55282.0,21740.0,39.33
GROWWMOM50,EQ,134775.0,92206.0,68.41
GROWWN200,EQ,118117.0,103538.0,87.66
GROWWNET,EQ,176425.0,137565.0,77.97
GROWWNIFTY,EQ,165724.0,144636.0,87.28
GROWWNXT50,EQ,2330.0,2043.0,87.68
GROWWPOWER,EQ,441503.0,422010.0,95.58
GROWWRAIL,EQ,149338.0,110065.0,73.7
GROWWRLTY,EQ,36780.0,30995.0,84.27
GROWWSC250,EQ,234454.0,170314.0,72.64
GROWWSLVR,EQ,489158.0,143038.0,29.24
GRPLTD,EQ,4141.0,2413.0,58.27
GRSE,EQ,428032.0,116090.0,27.12
