SYMBOL,SERIES,QTY_TRADED,DELIV_QTY,DELIV_PCT
ABSLPSE,EQ,403296.0,251795.0,62.43
ABSMARINE,SM,61500.0,42000.0,68.29
ACC,EQ,214003.0,125475.0,58.63
ACCELYA,EQ,10141.0,5785.0,57.05
ACCENTMIC,ST,41000.0,36000.0,87.8
ACCORD,SM,4000.0,4000.0,100.0
ACCPL,SM,6000.0,6000.0,100.0
ACCURACY,EQ,93367.0,73885.0,79.13
ACE,EQ,113634.0,56265.0,49.51
ACEINTEG,EQ,2660.0,1882.0,70.75
ACI,EQ,165046.0,63798.0,38.65
ACLGATI,EQ,230581.0,131016.0,56.82
ACMESOLAR,EQ,701814.0,377200.0,53.75
ACUTAAS,EQ,171118.0,71567.0,41.82
ADANIENSOL,EQ,970141.0,262998.0,27.11
ADANIENT,EQ,783328.0,233445.0,29.8
ADANIGREEN,EQ,11727335.0,3435106.0,29.29
ADANIPORTS,EQ,1380931.0,534930.0,38.74
ADANIPOWER,EQ,64990603.0,18745702.0,28.84
ADFFOODS,EQ,86854.0,46381.0,53.4
ADL,EQ,1264.0,809.0,64.0
ADOR,EQ,16044.0,7743.0,48.26
ADROITINFO,EQ,31397.0,24364.0,77.6
ADSL,EQ,133431.0,60043.0,45.0
ADVANCE,EQ,421159.0,173952.0,41.3
ADVANIHOTR,EQ,30318.0,20605.0,67.96
ADVENZYMES,EQ,112534.0,64368.0,57.2
AEGISLOG,EQ,373807.0,175789.0,47.03
AEGISVOPAK,EQ,222649.0,109866.0,49.34
AEL120924,N2,10.0,10.0,100.0
AEROENTER,EQ,181069.0,87029.0,48.06
AEROFLEX,EQ,514928.0,244340.0,47.45
AERON,SM,50000.0,42000.0,84.0
AERONEU,EQ,20821.0,7228.0,34.71
AETHER,EQ,103016.0,67540.0,65.56
AFCONS,EQ,280920.0,151094.0,53.79
AFFLE,EQ,90219.0,44397.0,49.21
AFFORDABLE,EQ,43984.0,26880.0,61.11
AFIL,EQ,868370.0,603184.0,69.46
AFSL,EQ,20873.0,16580.0,79.43
AGARIND,EQ,23033.0,16806.0,72.96
AGARWALEYE,EQ,125199.0,48803.0,38.98
AGARWALFT,SM,13500.0,10500.0,77.78
AGARWALTUF,SM,24000.0,16800.0,70.0
AGI,EQ,70571.0,45309.0,64.2
AGIIL,EQ,529101.0,407407.0,77.0
AGNI,ST,15000.0,15000.0,100.0
AGRITECH,EQ,3941.0,2136.0,54.2
AHLADA,EQ,19633.0,12946.0,65.94
AHLEAST,EQ,3980.0,3003.0,75.45
AHLUCONT,EQ,64049.0,15862.0,24.77
AIAENG,EQ,16692.0,10376.0,62.16
AIIL,EQ,57617.0,34852.0,60.49
AILIMITED,SM,1500.0,1500.0,100.0
AIMTRON,SM,98400.0,54800.0,55.69
AIRAN,EQ,42691.0,31881.0,74.68
AIROLAM,EQ,2151.0,2055.0,95.54
AIRTELPP,E1,370806.0,316942.0,85.47
AJANTPHARM,EQ,51967.0,29957.0,57.65
AJAXENGG,EQ,60427.0,24186.0,40.03
AJMERA,EQ,85340.0,25890.0,30.34
AJOONI,EQ,263231.0,179349.0,68.13
AKANKSHA,SM,15000.0,9000.0,60.0
AKASH,EQ,11849.0,9078.0,76.61
AKG,EQ,66923.0,47825.0,71.46
AKI,EQ,60554.0,49112.0,81.1
AKIKO,ST,12800.0,11200.0,87.5
AKSHARCHEM,EQ,7031.0,3886.0,55.27
AKSHOPTFBR,EQ,155615.0,116946.0,75.15
AKUMS,EQ,73437.0,41596.0,56.64
AKZOINDIA,EQ,26957.0,17164.0,63.67
ALANKIT,EQ,417628.0,267476.0,64.05
ALBERTDAVD,EQ,4508.0,3092.0,68.59
ALEMBICLTD,EQ,166237.0,91126.0,54.82
ALICON,EQ,57849.0,17747.0,30.68
ALIVUS,EQ,26851.0,15046.0,56.04
ALKALI,EQ,3889.0,3004.0,77.24
ALKEM,EQ,78928.0,44082.0,55.85
ALKYLAMINE,EQ,13173.0,7311.0,55.5
ALLCARGO,EQ,819342.0,386724.0,47.2
ALLDIGI,EQ,8040.0,5669.0,70.51
ALLETEC,SM,6000.0,4400.0,73.33
ALLTIME,EQ,202358.0,108718.0,53.73
ALMONDZ,EQ,217223.0,172492.0,79.41
ALOKINDS,EQ,2503696.0,1293007.0,51.64
ALPA,EQ,7564.0,6383.0,84.39
ALPEXSOLAR,SM,39800.0,28000.0,70.35
ALPHA,EQ,1636704.0,1316768.0,80.45
ALPHAETF,EQ,377019.0,273980.0,72.67
ALPHAGEO,EQ,7434.0,5819.0,78.28
ALPL30IETF,EQ,1961615.0,1696814.0,86.5
ALUWIND,SM,12000.0,10500.0,87.5
AMANTA,EQ,116795.0,93818.0,80.33
AMBER,EQ,362118.0,153476.0,42.38
AMBEY,SM,2000.0,2000.0,100.0
AMBICAAGAR,EQ,7418.0,6918.0,93.26
AMBIKCO,EQ,7082.0,5089.0,71.86
AMBUJACEM,EQ,928349.0,342897.0,36.94
AMCL,ST,10400.0,9600.0,92.31
AMDIND,EQ,13656.0,8025.0,58.77
AMIABLE,SM,1600.0,1600.0,100.0
AMJLAND,EQ,48136.0,19344.0,40.19
AMNPLST,EQ,2436.0,1705.0,69.99
AMRUTANJAN,EQ,17280.0,8495.0,49.16
ANANDRATHI,EQ,188551.0,78482.0,41.62
ANANTAM,IV,36316.0,34571.0,95.19
ANANTRAJ,EQ,4226463.0,1402301.0,33.18
ANDHRAPAP,EQ,35616.0,21166.0,59.43
ANDHRSUGAR,EQ,81068.0,42288.0,52.16
ANGELONE,EQ,324753.0,100672.0,31.0
ANIKINDS,EQ,99672.0,21983.0,22.06
ANLON,SM,2800.0,2800.0,100.0
ANMOL,EQ,21175.0,14973.0,70.71
ANNAPURNA,SM,20750.0,13250.0,63.86
ANONDITA,ST,115000.0,108000.0,93.91
ANTELOPUS,EQ,32302.0,19852.0,61.46
ANTGRAPHIC,EQ,193912.0,161114.0,83.09
ANTHEM,EQ,240683.0,123539.0,51.33
ANUHPHR,EQ,36375.0,28917.0,79.5
ANUP,EQ,13483.0,6763.0,50.16
ANURAS,EQ,167676.0,43048.0,25.67
ANYA,SM,15000.0,10000.0,66.67
AONEGOLD,EQ,506081.0,299818.0,59.24
AONELIQUID,EQ,13544.0,11641.0,85.95
AONENIFTY,EQ,133415.0,112259.0,84.14
AONETOTAL,EQ,820252.0,543680.0,66.28
APARINDS,EQ,168767.0,83690.0,49.59
APCL,EQ,13373.0,9589.0,71.7
APCOTEXIND,EQ,16028.0,11129.0,69.43
APEX,EQ,124959.0,35671.0,28.55
APEXECO,SM,6400.0,4800.0,75.0
APLAPOLLO,EQ,1459618.0,601848.0,41.23
APLLTD,EQ,105565.0,66128.0,62.64
APOLLO,EQ,1521585.0,641644.0,42.17
APOLLOHOSP,EQ,209452.0,131175.0,62.63
APOLLOPIPE,EQ,540291.0,293220.0,54.27
APOLLOTYRE,EQ,733764.0,364641.0,49.69
APOLSINHOT,EQ,454.0,375.0,82.6
APRAMEYA,SM,1000.0,1000.0,100.0
APS,SM,213750.0,100250.0,46.9
APTECHT,EQ,166163.0,87680.0,52.77
APTUS,EQ,608698.0,397086.0,65.24
ARCHIDPLY,EQ,17804.0,11191.0,62.86
ARCHIES,EQ,22722.0,19648.0,86.47
ARCIIL,SM,5000.0,3000.0,60.0
ARE&M,EQ,228160.0,121940.0,53.44
ARENTERP,EQ,3730.0,892.0,23.91
ARHAM,SM,51000.0,31000.0,60.78
ARIES,EQ,24756.0,11999.0,48.47
ARIHANTACA,ST,8000.0,8000.0,100.0
ARIHANTCAP,EQ,2219587.0,361209.0,16.27
ARIHANTSUP,EQ,38536.0,27419.0,71.15
ARISINFRA,EQ,299943.0,131248.0,43.76
ARISTO,SM,1600.0,1600.0,100.0
ARKADE,EQ,330244.0,87956.0,26.63
ARMANFIN,EQ,15079.0,8101.0,53.72
AROGRANITE,EQ,20852.0,10280.0,49.3
ARROWGREEN,EQ,27875.0,11676.0,41.89
ARSSBL,EQ,330171.0,192421.0,58.28
ARTEMISMED,EQ,295227.0,161220.0,54.61
ARTNIRMAN,EQ,4851.0,2626.0,54.13
ARUNAYA,SM,14000.0,14000.0,100.0
ARVEE,EQ,482.0,370.0,76.76
ARVIND,EQ,158014.0,71316.0,45.13
ARVINDFASN,EQ,160801.0,86383.0,53.72
ARVINDPORT,SM,129000.0,79500.0,61.63
ARVSMART,EQ,17525.0,10473.0,59.76
ASAHIINDIA,EQ,101861.0,27128.0,26.63
ASAHISONG,EQ,8272.0,6873.0,83.09
ASAL,EQ,270526.0,35858.0,13.25
ASALCBR,EQ,3155074.0,379543.0,12.03
ASCOM,ST,500.0,500.0,100.0
ASHALOG,SM,9000.0,7000.0,77.78
ASHAPURMIN,EQ,330147.0,162027.0,49.08
ASHIANA,EQ,24295.0,12250.0,50.42
ASHIMASYN,EQ,153995.0,94553.0,61.4
ASHOKA,EQ,1491069.0,542764.0,36.4
ASHOKAMET,EQ,19084.0,11351.0,59.48
ASHOKLEY,EQ,14765768.0,8910840.0,60.35
ASHOKLEY,T0,3.0,3.0,100.0
ASIANENE,EQ,55553.0,34412.0,61.94
ASIANHOTNR,EQ,9585.0,3801.0,39.66
ASIANPAINT,EQ,736486.0,546299.0,74.18
ASIANTILES,EQ,250316.0,141213.0,56.41
ASKAUTOLTD,EQ,581728.0,239298.0,41.14
ASPINWALL,EQ,2348.0,1514.0,64.48
ASPIRE,SM,26000.0,20000.0,76.92
ASTEC,EQ,32675.0,12710.0,38.9
ASTERDM,EQ,209824.0,112876.0,53.8
ASTRAL,EQ,343690.0,174433.0,50.75
ASTRAMICRO,EQ,133304.0,44379.0,33.29
ASTRAZEN,EQ,6459.0,3359.0,52.0
ASTRON,EQ,161082.0,85157.0,52.87
ATALREAL,EQ,2591717.0,1541340.0,59.47
ATAM,EQ,26735.0,19566.0,73.18
ATCENERGY,SM,12000.0,7200.0,60.0
ATGL,EQ,982877.0,268085.0,27.28
ATHERENERG,EQ,3128104.0,627456.0,20.06
ATL,EQ,264763.0,108729.0,41.07
ATLANTAELE,EQ,221872.0,75757.0,34.14
ATLASCYCLE,EQ,1084.0,575.0,53.04
ATMASTCO,SM,37600.0,23200.0,61.7
ATUL,EQ,19203.0,12274.0,63.92
ATULAUTO,EQ,50671.0,22693.0,44.78
AUBANK,EQ,1730444.0,1032178.0,59.65
AURDIS,SM,13125.0,12500.0,95.24
AURIGROW,EQ,4168531.0,2075252.0,49.78
AURIONPRO,EQ,96512.0,51629.0,53.49
AUROIMPEX,SM,14400.0,9600.0,66.67
AUROPHARMA,EQ,890530.0,458070.0,51.44
AURUM,EQ,51131.0,29121.0,56.95
AUSOMENT,EQ,11235.0,9480.0,84.38
AUTOAXLES,EQ,9730.0,6600.0,67.83
AUTOBEES,EQ,195053.0,125836.0,64.51
AUTOIETF,EQ,902635.0,648316.0,71.82
AUTOIND,EQ,34474.0,21382.0,62.02
AVADHSUGAR,EQ,14828.0,6780.0,45.72
AVALON,EQ,98311.0,36512.0,37.14
AVANTEL,EQ,1083249.0,453661.0,41.88
AVANTIFEED,EQ,217058.0,77275.0,35.6
AVG,EQ,20931.0,18441.0,88.1
AVIANSH,SM,5000.0,5000.0,100.0
AVL,EQ,221460.0,104976.0,47.4
AVONMORE,EQ,144790.0,95137.0,65.71
AVPINFRA,SM,97600.0,48800.0,50.0
AVROIND,EQ,31361.0,22485.0,71.7
AVTNPL,EQ,68105.0,49195.0,72.23
AWFIS,EQ,128988.0,95353.0,73.92
AWHCL,EQ,46800.0,28385.0,60.65
AWL,EQ,1585401.0,836737.0,52.78
AXISBANK,EQ,4017532.0,2154081.0,53.62
AXISBNKETF,EQ,1714.0,1537.0,89.67
AXISBPSETF,EQ,43545.0,29972.0,68.83
AXISCETF,EQ,1514.0,1304.0,86.13
AXISGOLD,EQ,1207618.0,373005.0,30.89
AXISHCETF,EQ,3658.0,3096.0,84.64
AXISILVER,EQ,701276.0,135648.0,19.34
AXISNIFTY,EQ,9777.0,6867.0,70.24
AXISTECETF,EQ,1981.0,1709.0,86.27
AXISVALUE,EQ,26291.0,23445.0,89.18
AXITA,EQ,903788.0,423669.0,46.88
AXSENSEX,EQ,791.0,767.0,96.97
AYMSYNTEX,EQ,25469.0,15370.0,60.35
AZAD,EQ,92562.0,43322.0,46.8
BABAFP,SM,9600.0,9600.0,100.0
BAGDIGITAL,SM,579200.0,481600.0,83.15
BAGFILMS,EQ,102348.0,78587.0,76.78
BAHETI,SM,19125.0,10125.0,52.94
BAIDFIN,EQ,88556.0,62638.0,70.73
BAJAJ-AUTO,EQ,250532.0,141196.0,56.36
BAJAJCON,EQ,262598.0,178011.0,67.79
BAJAJELEC,EQ,205642.0,136691.0,66.47
BAJAJFINSV,EQ,488305.0,218661.0,44.78
BAJAJHCARE,EQ,548847.0,172371.0,31.41
BAJAJHFL,EQ,4590070.0,1979667.0,43.13
BAJAJHIND,EQ,3791479.0,1840960.0,48.56
BAJAJHLDNG,EQ,23844.0,10336.0,43.35
BAJAJINDEF,EQ,21659.0,9593.0,44.29
BAJEL,EQ,73533.0,35520.0,48.3
BAJFINANCE,EQ,4271927.0,2475206.0,57.94
BALAJEE,EQ,82460.0,53405.0,64.76
BALAJIPHOS,ST,26000.0,26000.0,100.0
BALAJITELE,EQ,80709.0,47606.0,58.98
BALAMINES,EQ,14916.0,7007.0,46.98
BALAXI,EQ,19506.0,14340.0,73.52
BALCO,SM,4800.0,4800.0,100.0
BALKRISHNA,EQ,40492.0,9928.0,24.52
BALKRISIND,EQ,95329.0,53225.0,55.83
BALMLAWRIE,EQ,124414.0,59532.0,47.85
BALPHARMA,EQ,3722.0,2772.0,74.48
BALRAMCHIN,EQ,298037.0,127192.0,42.68
BALUFORGE,EQ,805937.0,356057.0,44.18
BANARBEADS,EQ,323282.0,68067.0,21.05
BANARISUG,EQ,410.0,343.0,83.66
BANCOINDIA,EQ,137719.0,64494.0,46.83
BANDHANBNK,EQ,7269887.0,3311532.0,45.55
BANG,EQ,44729.0,18602.0,41.59
BANKA,EQ,2500.0,1503.0,60.12
BANKBARODA,EQ,13926080.0,7471990.0,53.65
BANKBEES,EQ,541334.0,412341.0,76.17
BANKBETF,EQ,19401.0,18670.0,96.23
BANKETF,EQ,11127.0,10912.0,98.07
BANKETFADD,EQ,11091.0,6594.0,59.45
BANKIETF,EQ,1142494.0,1092439.0,95.62
BANKINDIA,EQ,14652512.0,6881949.0,46.97
BANKNIFTY1,EQ,131658.0,126302.0,95.93
BANKPSU,EQ,33974.0,29707.0,87.44
BANSALWIRE,EQ,75169.0,43414.0,57.76
BANSWRAS,EQ,8536.0,6019.0,70.51
BARFLEX,SM,38000.0,26000.0,68.42
BASF,EQ,10899.0,5705.0,52.34
BASILIC,SM,12300.0,9000.0,73.17
BASML,EQ,146035.0,95312.0,65.27
BATAINDIA,EQ,747697.0,604636.0,80.87
BAWEJA,SM,5600.0,4000.0,71.43
BAYERCROP,EQ,29614.0,7392.0,24.96
BBETF0432,EQ,4471.0,2588.0,57.88
BBL,EQ,46512.0,22965.0,49.37
BBNPNBETF,EQ,1919.0,1817.0,94.68
BBNPPGOLD,EQ,82140.0,76891.0,93.61
BBOX,EQ,86182.0,45786.0,53.13
BBTC,EQ,50629.0,14040.0,27.73
BBTCL,EQ,3062.0,207.0,6.76
BCG,EQ,5645641.0,2950159.0,52.26
BCLIND,EQ,549476.0,337305.0,61.39
BDL,EQ,403241.0,131733.0,32.67
BEACON,SM,34000.0,25000.0,73.53
BEARDSELL,EQ,44671.0,20987.0,46.98
BECTORFOOD,EQ,47607.0,27172.0,57.08
BEDMUTHA,EQ,12121.0,7869.0,64.92
BEL,EQ,11172780.0,4949403.0,44.3
BELLACASA,EQ,5830.0,4293.0,73.64
BELRISE,EQ,2468539.0,1136424.0,46.04
BEML,EQ,671457.0,179995.0,26.81
BEPL,EQ,621004.0,238601.0,38.42
BERGEPAINT,EQ,192527.0,99924.0,51.9
BESTAGRO,EQ,18415.0,10698.0,58.09
BETA,SM,3255.0,3045.0,93.55
BEWLTD,SM,7000.0,7000.0,100.0
BFINVEST,EQ,21927.0,14699.0,67.04
BFSI,EQ,180275.0,130450.0,72.36
BHADORA,SM,50400.0,44400.0,88.1
BHAGCHEM,EQ,18546.0,9070.0,48.91
BHAGERIA,EQ,729613.0,244141.0,33.46
BHAGYANGR,EQ,1026140.0,365502.0,35.62
BHANDARI,EQ,211185.0,152851.0,72.38
BHARATFORG,EQ,430914.0,247738.0,57.49
BHARATRAS,EQ,5126.0,2090.0,40.77
BHARATSE,EQ,83836.0,49856.0,59.47
BHARATWIRE,EQ,551458.0,121064.0,21.95
BHARTIARTL,EQ,4222189.0,2317159.0,54.88
BHARTIHEXA,EQ,207592.0,102958.0,49.6
BHEL,EQ,75432122.0,14536659.0,19.27
BIGBLOC,EQ,94188.0,51808.0,55.0
BIKAJI,EQ,98475.0,53822.0,54.66
BIKEWO,SM,104000.0,92000.0,88.46
BIL,EQ,3439.0,2689.0,78.19
BILVYAPAR,EQ,7157.0,4901.0,68.48
BIOCON,EQ,7053197.0,3238737.0,45.92
BIOFILCHEM,EQ,8660.0,5382.0,62.15
BIRET,RR,91157.0,77338.0,84.84
BIRLACABLE,EQ,186327.0,95820.0,51.43
BIRLACORPN,EQ,47772.0,24691.0,51.69
BIRLAMONEY,EQ,63653.0,41368.0,64.99
BIRLANU,EQ,9497.0,6589.0,69.38
BLACKBUCK,EQ,820082.0,407403.0,49.68
BLAL,EQ,19373.0,12997.0,67.09
BLBLIMITED,EQ,24166.0,20786.0,86.01
BLISSGVS,EQ,447081.0,172761.0,38.64
BLKASHYAP,EQ,231928.0,160788.0,69.33
BLS,EQ,6300662.0,801722.0,12.72
BLSE,EQ,481022.0,158296.0,32.91
