SYMBOL,SERIES,QTY_TRADED,DELIV_QTY,DELIV_PCT
BIRLACABLE,EQ,119658.0,46933.0,39.22
BIRLACORPN,EQ,82231.0,53033.0,64.49
BIRLAMONEY,EQ,27822.0,16917.0,60.8
BIRLANU,EQ,3152.0,2112.0,67.01
BLACKBUCK,EQ,900770.0,522384.0,57.99
BLAL,EQ,11571.0,8276.0,71.52
BLBLIMITED,EQ,9574.0,5348.0,55.86
BLISSGVS,EQ,233108.0,108315.0,46.47
BLKASHYAP,EQ,279367.0,166726.0,59.68
BLS,EQ,930966.0,279011.0,29.97
BLSE,EQ,109316.0,31485.0,28.8
BLUEDART,EQ,679060.0,46152.0,6.8
BLUEJET,EQ,212671.0,112748.0,53.02
BLUEPEBBLE,SM,2000.0,1600.0,80.0
BLUESTARCO,EQ,127593.0,56313.0,44.13
BLUESTONE,EQ,477972.0,137820.0,28.83
BLUSPRING,EQ,140652.0,79489.0,56.51
BMETRICS,SM,20800.0,12800.0,61.54
BMWVENTLTD,EQ,436597.0,172720.0,39.56
BODALCHEM,EQ,193303.0,117776.0,60.93
BOHRAIND,EQ,2198.0,2125.0,96.68
BOMDYEING,EQ,657825.0,375171.0,57.03
BORANA,EQ,38057.0,29546.0,77.64
BOROLTD,EQ,46797.0,31489.0,67.29
BORORENEW,EQ,367868.0,174547.0,47.45
BOROSCI,EQ,17156.0,11722.0,68.33
BOSCHLTD,EQ,19072.0,9441.0,49.5
BOSS,SM,2000.0,2000.0,100.0
BPCL,EQ,7532962.0,2927967.0,38.87
BPL,EQ,39424.0,25055.0,63.55
BRACEPORT,SM,6400.0,6400.0,100.0
BRIGADE,EQ,617988.0,297099.0,48.08
BRIGHOTEL,EQ,123060.0,76184.0,61.91
BRITANNIA,EQ,264794.0,168265.0,63.55
BRNL,EQ,218206.0,154200.0,70.67
BROOKS,EQ,41207.0,24661.0,59.85
BSE,EQ,7814555.0,1783901.0,22.83
BSE500IETF,EQ,73819.0,50685.0,68.66
BSHSL,EQ,3927.0,2842.0,72.37
BSL,EQ,24237.0,10815.0,44.62
BSLGOLDETF,EQ,476058.0,424114.0,89.09
BSLNIFTY,EQ,325558.0,281123.0,86.35
BSLSENETFG,EQ,3010.0,2518.0,83.65
BSOFT,EQ,460792.0,193261.0,41.94
BTML,EQ,40536.0,26886.0,66.33
BULKCORP,SM,7200.0,7200.0,100.0
BUTTERFLY,EQ,6731.0,4266.0,63.38
BYKE,EQ,90073.0,64542.0,71.66
C2C,ST,18000.0,16800.0,93.33
CADSYS,SM,1000.0,500.0,50.0
CALSOFT,EQ,156320.0,50817.0,32.51
CALSOFTPP,E1,12729.0,10739.0,84.37
CAMLINFINE,EQ,424070.0,302434.0,71.32
CAMPUS,EQ,161546.0,84980.0,52.6
CAMS,EQ,266911.0,110161.0,41.27
CANARYS,SM,20000.0,20000.0,100.0
CANBK,EQ,80524287.0,27890640.0,34.64
CANFINHOME,EQ,284189.0,169475.0,59.63
CANHLIFE,EQ,982643.0,409670.0,41.69
CANTABIL,EQ,79430.0,34472.0,43.4
CAPACITE,EQ,363277.0,169240.0,46.59
CAPINVIT,IV,52173.0,50823.0,97.41
CAPITALSFB,EQ,40804.0,34348.0,84.18
CAPLIPOINT,EQ,43860.0,15989.0,36.45
CAPTRUST,EQ,120011.0,74637.0,62.19
CARBORUNIV,EQ,99175.0,53009.0,53.45
CARERATING,EQ,98269.0,68288.0,69.49
CARRARO,EQ,314218.0,142142.0,45.24
CARTRADE,EQ,299900.0,112768.0,37.6
CARYSIL,EQ,114553.0,61300.0,53.51
CASHIETF,EQ,284978.0,208378.0,73.12
CASTROLIND,EQ,1176926.0,786224.0,66.8
CBAZAAR,SM,40000.0,40000.0,100.0
CCCL,EQ,479090.0,306968.0,64.07
CCHHL,EQ,40296.0,35621.0,88.4
CCL,EQ,60851.0,35224.0,57.89
CDSL,EQ,2101693.0,589323.0,28.04
CEATLTD,EQ,276048.0,134404.0,48.69
CEDAAR,SM,10000.0,8000.0,80.0
CEIGALL,EQ,112103.0,77209.0,68.87
CELEBRITY,EQ,21344.0,14915.0,69.88
CELLECOR,SM,696000.0,537000.0,77.16
CELLO,EQ,272980.0,148658.0,54.46
CELLPOINT,SM,2400.0,2400.0,100.0
CEMPRO,EQ,776767.0,381458.0,49.11
CENTENKA,EQ,6314.0,4115.0,65.17
CENTRALBK,EQ,18890290.0,6154442.0,32.58
CENTRUM,EQ,181901.0,129017.0,70.93
CENTUM,EQ,29758.0,13334.0,44.81
CENTURYPLY,EQ,60239.0,48763.0,80.95
CERA,EQ,14980.0,9469.0,63.21
CESC,EQ,1367003.0,751114.0,54.95
CEWATER,EQ,11355.0,6367.0,56.07
CGCL,EQ,4405025.0,1820272.0,41.32
CGPOWER,EQ,2560022.0,1215251.0,47.47
CGRAPHICS,SM,3200.0,2400.0,75.0
CHALET,EQ,148351.0,67308.0,45.37
CHAMBLFERT,EQ,1068772.0,576483.0,53.94
CHAMUNDA,SM,111000.0,87000.0,78.38
CHANDAN,ST,56800.0,51200.0,90.14
CHAVDA,SM,22000.0,8000.0,36.36
CHEMBOND,EQ,9482.0,6268.0,66.1
CHEMBONDCH,EQ,5220.0,3787.0,72.55
CHEMCON,EQ,73186.0,28234.0,38.58
CHEMFAB,EQ,11040.0,4211.0,38.14
CHEMPLASTS,EQ,40149.0,18695.0,46.56
CHENNPETRO,EQ,34684037.0,3054750.0,8.81
CHETANA,SM,1600.0,1600.0,100.0
CHEVIOT,EQ,1628.0,1231.0,75.61
CHOICEIN,EQ,1302237.0,593263.0,45.56
CHOLAFIN,EQ,1093387.0,629229.0,57.55
CHOLAHLDNG,EQ,124080.0,86623.0,69.81
CIEINDIA,EQ,119856.0,69705.0,58.16
CIFCZC28,NH,1120.0,1000.0,89.29
CIFL,EQ,461345.0,170931.0,37.05
CIGNITITEC,EQ,21751.0,13621.0,62.62
CINELINE,EQ,13209.0,10924.0,82.7
CINEVISTA,EQ,14164.0,9608.0,67.83
CIPLA,EQ,3365093.0,1859349.0,55.25
CLASSICEIL,SM,12800.0,6400.0,50.0
CLEAN,EQ,338610.0,207233.0,61.2
CLSEL,EQ,20726.0,10018.0,48.34
CLSL,SM,10000.0,10000.0,100.0
CMNL,SM,7500.0,7500.0,100.0
CMRSL,SM,2400.0,2400.0,100.0
CMSINFO,EQ,482368.0,317286.0,65.78
COALINDIA,EQ,13103909.0,8085124.0,61.7
COASTCORP,EQ,241924.0,110034.0,45.48
COCHINSHIP,EQ,543761.0,150417.0,27.66
COFORGE,EQ,697258.0,373321.0,53.54
COHANCE,EQ,1868958.0,1248626.0,66.81
COLPAL,EQ,812536.0,395164.0,48.63
COMMITTED,ST,1600.0,1600.0,100.0
COMMOIETF,EQ,59798.0,32899.0,55.02
COMPUSOFT,EQ,8481.0,6352.0,74.9
COMSYN,EQ,188744.0,72249.0,38.28
CONCOR,EQ,777245.0,355969.0,45.8
CONCORDBIO,EQ,41125.0,29083.0,70.72
CONFIPET,EQ,326678.0,196489.0,60.15
CONNPLEX,SM,64800.0,44800.0,69.14
CONS,EQ,71509.0,65602.0,91.74
CONSOFINVT,EQ,4560.0,3353.0,73.53
CONSUMBEES,EQ,110919.0,81626.0,73.59
CONSUMER,EQ,113500.0,85761.0,75.56
CONSUMIETF,EQ,14790.0,9023.0,61.01
CONTI,SM,9999.0,6666.0,66.67
CONTROLPR,EQ,18099.0,14023.0,77.48
COOLCAPS,SM,283750.0,185000.0,65.2
CORALFINAC,EQ,18667.0,13553.0,72.6
CORDSCABLE,EQ,110160.0,53936.0,48.96
COROMANDEL,EQ,873420.0,416717.0,47.71
COSMOFIRST,EQ,35378.0,23726.0,67.06
COUNCODOS,EQ,28019.0,25270.0,90.19
CPCAP,EQ,13780.0,10399.0,75.46
CPEDU,EQ,18398.0,8874.0,48.23
CPPLUS,EQ,315455.0,214432.0,67.98
CPS,SM,4350.0,3150.0,72.41
CPSEETF,EQ,855452.0,352661.0,41.23
CRAFTSMAN,EQ,31673.0,14886.0,47.0
CRAMC,EQ,2069955.0,863216.0,41.7
CRAYONS,SM,6000.0,5000.0,83.33
CREATIVE,EQ,84252.0,50850.0,60.35
CREATIVEYE,EQ,13934.0,13143.0,94.32
CREDITACC,EQ,536676.0,219821.0,40.96
CREST,EQ,2279.0,1425.0,62.53
CRISIL,EQ,27748.0,18625.0,67.12
CRIZAC,EQ,341513.0,124952.0,36.59
CROMPTON,EQ,4577706.0,3057335.0,66.79
CROWN,EQ,19628.0,13903.0,70.83
CSBBANK,EQ,269212.0,134899.0,50.11
CSLFINANCE,EQ,7059.0,4028.0,57.06
CTE,EQ,27583.0,19016.0,68.94
CUB,EQ,1986958.0,1078710.0,54.29
CUBEINVIT,IV,650000.0,650000.0,100.0
CUBEXTUB,EQ,12895.0,8243.0,63.92
CUDML,SM,3000.0,3000.0,100.0
CUMMINSIND,EQ,677463.0,466223.0,68.82
CUPID,EQ,1779872.0,815647.0,45.83
CURRENT,SM,14400.0,14400.0,100.0
CYBERPP,X1,410.0,410.0,100.0
CYIENT,EQ,289501.0,140455.0,48.52
CYIENTDLM,EQ,79030.0,41129.0,52.04
DABUR,EQ,4980727.0,2121831.0,42.6
DALBHARAT,EQ,304566.0,231434.0,75.99
DAMCAPITAL,EQ,234524.0,114613.0,48.87
DAMODARIND,EQ,11340.0,11249.0,99.2
DANGEE,EQ,117051.0,58425.0,49.91
DANISH,SM,9750.0,5850.0,60.0
DATAMATICS,EQ,839991.0,229912.0,27.37
DATAPATTNS,EQ,148617.0,41246.0,27.75
DAVANGERE,EQ,3453780.0,1663007.0,48.15
DBCORP,EQ,63949.0,36553.0,57.16
DBEIL,EQ,71574.0,36771.0,51.37
DBL,EQ,194031.0,79402.0,40.92
DBOL,EQ,45791.0,34153.0,74.58
DBREALTY,EQ,578889.0,363396.0,62.77
DBSTOCKBRO,EQ,9449.0,5337.0,56.48
DCAL,EQ,350217.0,158726.0,45.32
DCBBANK,EQ,4083955.0,1636150.0,40.06
DCCL,SM,66000.0,60000.0,90.91
DCG,SM,9600.0,7200.0,75.0
DCI,EQ,9008.0,3775.0,41.91
DCM,EQ,8779.0,7116.0,81.06
DCMFINSERV,EQ,9746.0,9214.0,94.54
DCMNVL,EQ,17636.0,14023.0,79.51
DCMSHRIRAM,EQ,74045.0,30192.0,40.78
DCMSRIND,EQ,105449.0,59959.0,56.86
DCW,EQ,520158.0,356934.0,68.62
DCXINDIA,EQ,1104531.0,684777.0,62.0
DDEVPLSTIK,EQ,49933.0,31449.0,62.98
DECCANCE,EQ,19853.0,12837.0,64.66
DECCANTRAN,SM,2400.0,2400.0,100.0
DEEDEV,EQ,98412.0,65803.0,66.86
DEEM,SM,4000.0,2000.0,50.0
DEEPAKFERT,EQ,311191.0,95267.0,30.61
DEEPAKNTR,EQ,176334.0,109104.0,61.87
DEEPINDS,EQ,168678.0,84289.0,49.97
DELAPLEX,SM,14400.0,12000.0,83.33
DELHIVERY,EQ,1787133.0,965088.0,54.0
DELPHIFX,EQ,29767.0,11163.0,37.5
DELTACORP,EQ,560510.0,327821.0,58.49
DELTAMAGNT,EQ,3921.0,1789.0,45.63
DELTIC,SM,12000.0,8000.0,66.67
DEN,EQ,513021.0,187316.0,36.51
DENEERS,SM,22200.0,18000.0,81.08
DENORA,EQ,1896.0,1446.0,76.27
DENTA,EQ,101867.0,45215.0,44.39
DENTALKART,SM,8750.0,5500.0,62.86
DESTINY,SM,3000.0,3000.0,100.0
DEVIT,EQ,38676.0,19450.0,50.29
DEVX,EQ,339930.0,90830.0,26.72
DEVYANI,EQ,4416239.0,3219341.0,72.9
DGCONTENT,EQ,11843.0,9452.0,79.81
DHAMPURSUG,EQ,98930.0,52680.0,53.25
DHANBANK,EQ,1553604.0,663271.0,42.69
DHANLAXMI,SM,38000.0,26000.0,68.42
DHANUKA,EQ,227895.0,52487.0,23.03
DHARIWAL,SM,48000.0,21600.0,45.0
DHARMAJ,EQ,57966.0,37274.0,64.3
DHRUV,EQ,6875.0,4627.0,67.3
DHTL,ST,5600.0,5600.0,100.0
DHUNINV,EQ,345.0,286.0,82.9
DIACABS,EQ,1422654.0,285189.0,20.05
DIAMINESQ,EQ,67609.0,56131.0,83.02
DIAMONDYD,EQ,160621.0,72035.0,44.85
DICIND,EQ,221.0,122.0,55.2
DIFFNKG,EQ,59621.0,23378.0,39.21
DIGIDRIVE,EQ,43895.0,32669.0,74.43
DIGIKORE,SM,230000.0,126400.0,54.96
DIGITIDE,EQ,554162.0,281886.0,50.87
DIL,EQ,141727.0,105259.0,74.27
DISHTV,EQ,1771689.0,901122.0,50.86
DIVGIITTS,EQ,3744.0,2547.0,68.03
DIVINEHIRA,ST,24000.0,19200.0,80.0
DIVISLAB,EQ,507645.0,287462.0,56.63
DIVOPPBEES,EQ,63801.0,37552.0,58.86
DIVYADHAN,SM,106000.0,58000.0,54.72
DIXON,EQ,224779.0,134049.0,59.64
DJML,EQ,11168.0,3708.0,33.2
DKEGL,SM,9000.0,7500.0,83.33
DLF,EQ,3438729.0,1095642.0,31.86
DLINKINDIA,EQ,43331.0,29597.0,68.3
DMART,EQ,280621.0,176173.0,62.78
DMCC,EQ,15395.0,8613.0,55.95
DNAMEDIA,EQ,100860.0,67380.0,66.81
DODLA,EQ,30250.0,25619.0,84.69
DOLATALGO,EQ,157272.0,68386.0,43.48
DOLLAR,EQ,23159.0,13522.0,58.39
DOLLEX,SM,48000.0,40000.0,83.33
DOLPHIN,EQ,2618.0,1925.0,73.53
DOMS,EQ,64165.0,26398.0,41.14
DONEAR,EQ,21336.0,15322.0,71.81
DPABHUSHAN,EQ,7859.0,4905.0,62.41
DPEL,ST,20500.0,20500.0,100.0
DPSCLTD,EQ,111110.0,76085.0,68.48
DPWIRES,EQ,11034.0,7538.0,68.32
DRCSYSTEMS,EQ,29119.0,18097.0,62.15
DREAMFOLKS,EQ,89955.0,49479.0,55.0
DREDGECORP,EQ,230542.0,50214.0,21.78
DRL,SM,24000.0,24000.0,100.0
DRONE,SM,298500.0,150000.0,50.25
DRREDDY,EQ,4250157.0,3221032.0,75.79
DSSL,EQ,10547.0,7586.0,71.93
DTIL,EQ,8595.0,4699.0,54.67
DTL,SM,2400.0,2400.0,100.0
DUCOL,SM,46400.0,44000.0,94.83
DUCON,EQ,499864.0,360449.0,72.11
DUGLOBAL,SM,10000.0,7500.0,75.0
DURLAX,SM,8000.0,6000.0,75.0
DVL,EQ,12486.0,8202.0,65.69
DWARKESH,EQ,753201.0,321721.0,42.71
DYCL,EQ,121258.0,68195.0,56.24
DYNAMATECH,EQ,19500.0,9519.0,48.82
DYNAMIC,SM,20500.0,11500.0,56.1
DYNPRO,EQ,13000.0,7091.0,54.55
E2E,EQ,38734.0,16430.0,42.42
EASEMYTRIP,EQ,7848438.0,4263509.0,54.32
EBANKNIFTY,EQ,4557.0,1880.0,41.26
EBBETF0430,EQ,6339.0,5032.0,79.38
EBBETF0431,EQ,21435.0,16538.0,77.15
EBBETF0433,EQ,4346.0,4338.0,99.82
EBGNG,EQ,442760.0,252190.0,56.96
ECAPINSURE,EQ,66293.0,58252.0,87.87
ECLERX,EQ,118006.0,42819.0,36.29
ECOLINE,SM,161000.0,135000.0,83.85
ECOSMOBLTY,EQ,64180.0,38682.0,60.27
EDELWEISS,EQ,4992159.0,2385503.0,47.78
EEPL,SM,12000.0,10000.0,83.33
EFACTOR,SM,18400.0,16400.0,89.13
EFCIL,EQ,161894.0,108621.0,67.09
EFFWA,SM,12400.0,10400.0,83.87
EFORCE,SM,3600.0,2400.0,66.67
EGOLD,EQ,75015.0,61788.0,82.37
EICHERMOT,EQ,670785.0,259982.0,38.76
EIDPARRY,EQ,127492.0,69544.0,54.55
EIEL,EQ,1227939.0,489295.0,39.85
EIFFL,EQ,23331.0,17178.0,73.63
EIHAHOTELS,EQ,10920.0,3657.0,33.49
EIHOTEL,EQ,166846.0,74200.0,44.47
EIMCOELECO,EQ,17635.0,7956.0,45.11
EKC,EQ,376650.0,151758.0,40.29
ELDEHSG,EQ,1421.0,810.0,57.0
ELECON,EQ,167690.0,82092.0,48.95
ELECTCAST,EQ,856563.0,447547.0,52.25
ELECTHERM,EQ,6987.0,5357.0,76.67
ELGIEQUIP,EQ,358780.0,172529.0,48.09
ELGNZ,SM,66000.0,43000.0,65.15
ELIN,EQ,49860.0,26405.0,52.96
ELIQUID,EQ,1.0,1.0,100.0
ELLEN,EQ,122797.0,65397.0,53.26
ELM250,EQ,9692.0,6981.0,72.03
EMAMILTD,EQ,272709.0,178541.0,65.47
EMAMIPAP,EQ,27009.0,11728.0,43.42
EMAMIREAL,EQ,20567.0,12822.0,62.34
EMAPARTNER,SM,8000.0,4000.0,50.0
EMBASSY,RR,533668.0,423723.0,79.4
EMBDL,EQ,3344442.0,1298162.0,38.82
EMCURE,EQ,201166.0,169492.0,84.25
EMIL,EQ,369041.0,243089.0,65.87
EMKAYTOOLS,SM,1950.0,1800.0,92.31
EMMBI,EQ,48690.0,24998.0,51.34
EMMIL,SM,41250.0,40250.0,97.58
EMSLIMITED,EQ,56448.0,33761.0,59.81
EMUDHRA,EQ,33961.0,19257.0,56.7
EMULTIMQ,EQ,21118.0,16979.0,80.4
ENDURANCE,EQ,73965.0,47938.0,64.81
ENERGYDEV,EQ,49694.0,44274.0,89.09
ENFUSE,SM,7200.0,4800.0,66.67
ENGINERSIN,EQ,2353104.0,1011972.0,43.01
ENIL,EQ,11548.0,8260.0,71.53
ENRIN,EQ,323249.0,155970.0,48.25
ENSER,SM,40000.0,35000.0,87.5
ENTERO,EQ,54908.0,30462.0,55.48
ENVIRO,SM,5000.0,2000.0,40.0
EPACK,EQ,318521.0,180072.0,56.53
EPACKPEB,EQ,2246207.0,520113.0,23.16
EPIGRAL,EQ,12428.0,7202.0,57.95
EPL,EQ,442716.0,279755.0,63.19
EQUAL200,EQ,30921.0,22056.0,71.33
EQUAL50,EQ,76.0,69.0,90.79
EQUAL50ADD,EQ,9240.0,5224.0,56.54
EQUITASBNK,EQ,9625861.0,2497870.0,25.95
ERIS,EQ,40393.0,26275.0,65.05
ESABINDIA,EQ,2265.0,1308.0,57.75
ESAFSFB,EQ,530942.0,257478.0,48.49
ESCONET,SM,11200.0,10400.0,92.86
ESCORTS,EQ,152533.0,61380.0,40.24
ESFL,SM,27360.0,18360.0,67.11
ESG,EQ,8689.0,7580.0,87.24
ESILVER,EQ,593492.0,423222.0,71.31
ESPRIT,SM,33600.0,24000.0,71.43
ESSARSHPNG,EQ,1762004.0,614641.0,34.88
ESSENTIA,EQ,10032834.0,4182917.0,41.69
ESTER,EQ,62174.0,43207.0,69.49
ETERNAL,EQ,34241754.0,22949632.0,67.02
ETHOSLTD,EQ,41412.0,36497.0,88.13
ETL,SM,450.0,450.0,100.0
ETML,SM,10800.0,10800.0,100.0
EUREKAFORB,EQ,47973.0,23293.0,48.55
EUROBOND,EQ,7271.0,4187.0,57.58
EUROPRATIK,EQ,299904.0,126643.0,42.23
EUROTEXIND,EQ,96000.0,50573.0,52.68
EVEREADY,EQ,39065.0,16047.0,41.08
EVERESTIND,EQ,7517.0,5524.0,73.49
EVIETF,EQ,155442.0,109956.0,70.74
EVINDIA,EQ,164635.0,102772.0,62.42
EXCELINDUS,EQ,7823.0,5351.0,68.4
EXICOM,EQ,171740.0,92046.0,53.6
EXIDEIND,EQ,1778451.0,687804.0,38.67
EXPLEOSOL,EQ,3724.0,2576.0,69.17
EXXARO,EQ,103077.0,86134.0,83.56
FABTECH,EQ,1059035.0,387813.0,36.62
FACT,EQ,445414.0,79532.0,17.86
FAIRCHEMOR,EQ,7436.0,3751.0,50.44
FALCONTECH,SM,3600.0,3600.0,100.0
FAZE3Q,EQ,69916.0,32636.0,46.68
FCL,EQ,11464063.0,1995606.0,17.41
FCSSOFT,EQ,3328675.0,1403934.0,42.18
FDC,EQ,252550.0,152449.0,60.36
FEDERALBNK,EQ,7758968.0,4363928.0,56.24
FEDFINA,EQ,872814.0,473023.0,54.2
FELIX,SM,23500.0,17500.0,74.47
FIBERWEB,EQ,20452.0,13841.0,67.68
FIDEL,SM,26000.0,20000.0,76.92
FIEMIND,EQ,41129.0,19201.0,46.68
FILATEX,EQ,2488520.0,1067482.0,42.9
FILATFASH,EQ,27727153.0,14383739.0,51.88
FINCABLES,EQ,248713.0,141014.0,56.7
FINEORG,EQ,32809.0,27253.0,83.07
FINIETF,EQ,1416405.0,1294454.0,91.39
FINKURVE,EQ,6433.0,2667.0,41.46
FINOPB,EQ,272231.0,148102.0,54.4
FINPIPE,EQ,687156.0,566145.0,82.39
FIRSTCRY,EQ,306225.0,169041.0,55.2
FISCHER,EQ,2002300.0,577443.0,28.84
FIVESTAR,EQ,15831741.0,1805043.0,11.4
FLAIR,EQ,59688.0,34043.0,57.03
FLEXIADD,EQ,177007.0,174875.0,98.8
FLEXITUFF,EQ,3325.0,3225.0,96.99
FLUOROCHEM,EQ,180563.0,70746.0,39.18
FLYSBS,ST,33400.0,32800.0,98.2
FMCGIETF,EQ,584461.0,386439.0,66.12
FMGOETZE,EQ,21817.0,15295.0,70.11
FOCUS,EQ,55051.0,30466.0,55.34
FONEBOX,SM,3000.0,3000.0,100.0
FOODSIN,EQ,63389.0,40999.0,64.68
FORCAS,SM,57600.0,49600.0,86.11
FORCEMOT,EQ,131811.0,29731.0,22.56
FORTIS,EQ,2027450.0,1168959.0,57.66
FOSECOIND,EQ,922.0,451.0,48.92
FRESHARA,SM,24000.0,18600.0,77.5
FROG,SM,45200.0,32000.0,70.8
FSL,EQ,796095.0,524498.0,65.88
FUSION,EQ,270536.0,208843.0,77.2
FUSIONPP,E1,20203.0,18688.0,92.5
GABRIEL,EQ,385136.0,144253.0,37.46
GAEL,EQ,174225.0,97915.0,56.2
GAIL,EQ,12162645.0,4748668.0,39.04
GAJANAND,SM,3000.0,3000.0,100.0
GALAPREC,EQ,7439.0,4997.0,67.17
GALAXYSURF,EQ,4605.0,2777.0,60.3
GALLANTT,EQ,211880.0,67285.0,31.76
GANDHAR,EQ,132052.0,94177.0,71.32
GANDHITUBE,EQ,6200.0,4366.0,70.42
GANECOS,EQ,33986.0,19646.0,57.81
GANESHBE,EQ,48928.0,26301.0,53.75
GANESHCP,EQ,196006.0,94648.0,48.29
GANESHHOU,EQ,34341.0,14260.0,41.52
GANESHIN,SM,102400.0,89600.0,87.5
GANGABATH,SM,63000.0,45000.0,71.43
GANGAFORGE,EQ,62948.0,55589.0,88.31
GANGESSECU,EQ,682.0,570.0,83.58
GARFIBRES,EQ,42918.0,26657.0,62.11
GARUDA,EQ,4476828.0,1266240.0,28.28
GATECH,EQ,11529095.0,6396290.0,55.48
GATECHDVR,EQ,2238029.0,1339119.0,59.83
GATEWAY,EQ,649968.0,396405.0,60.99
GCHOTELS,ST,14400.0,14400.0,100.0
GCSL,EQ,334356.0,139876.0,41.83
GEECEE,EQ,3448.0,2557.0,74.16
GEEKAYWIRE,EQ,218634.0,151944.0,69.5
GEMAROMA,EQ,179905.0,107496.0,59.75
GENCON,EQ,70561.0,52305.0,74.13
GENESYS,EQ,144227.0,77578.0,53.79
GENUSPAPER,EQ,103275.0,74336.0,71.98
GENUSPOWER,EQ,2504021.0,1373499.0,54.85
GEOJITFSL,EQ,247264.0,161224.0,65.2
GESHIP,EQ,1210045.0,437856.0,36.19
GGBL,SM,39600.0,33000.0,83.33
GHCL,EQ,93015.0,63361.0,68.12
GHCLTEXTIL,EQ,83774.0,53796.0,64.22
GICHSGFIN,EQ,71866.0,51549.0,71.73
GICL,SM,105000.0,93000.0,88.57
GICRE,EQ,560731.0,389127.0,69.4
GILLANDERS,EQ,7976.0,6150.0,77.11
GILLETTE,EQ,160373.0,35022.0,21.84
GILT5YBEES,EQ,203201.0,135572.0,66.72
GIPCL,EQ,114178.0,80736.0,70.71
GIRIRAJ,SM,4500.0,3500.0,77.78
GKENERGY,EQ,1065841.0,404813.0,37.98
GKWLIMITED,EQ,363.0,331.0,91.18
GLAND,EQ,71429.0,35484.0,49.68
GLAXO,EQ,92299.0,53062.0,57.49
GLENMARK,EQ,398054.0,162077.0,40.72
GLOBAL,EQ,106456.0,80999.0,76.09
GLOBALE,EQ,38267.0,20034.0,52.35
GLOBALPET,SM,30750.0,20250.0,65.85
GLOBALVECT,EQ,10417.0,6788.0,65.16
GLOBE,EQ,7885374.0,4119167.0,52.24
GLOBECIVIL,EQ,275318.0,139756.0,50.76
GLOBUSSPR,EQ,202979.0,69945.0,34.46
GLOSTERLTD,EQ,1700.0,943.0,55.47
GLOTTIS,EQ,283850.0,139472.0,49.14
GMBREW,EQ,1284266.0,127392.0,9.92
GMDCLTD,EQ,3663906.0,1006590.0,27.47
GML,SM,30000.0,18000.0,60.0
GMMPFAUDLR,EQ,160662.0,84629.0,52.68
GMRAIRPORT,EQ,12371529.0,6042004.0,48.84
GMRP&UI,EQ,867968.0,371984.0,42.86
GNA,EQ,20107.0,11607.0,57.73
GNFC,EQ,124523.0,73784.0,59.25
GOACARBON,EQ,23521.0,9962.0,42.35
GOCLCORP,EQ,118110.0,66693.0,56.47
GOCOLORS,EQ,54544.0,36947.0,67.74
GODAVARIB,EQ,47681.0,28260.0,59.27
GODFRYPHLP,EQ,575819.0,206658.0,35.89
GODIGIT,EQ,836809.0,634688.0,75.85
GODREJAGRO,EQ,173614.0,79913.0,46.03
GODREJCP,EQ,1297881.0,775493.0,59.75
GODREJIND,EQ,103244.0,38385.0,37.18
GODREJPROP,EQ,393082.0,178250.0,45.35
GOKEX,EQ,690832.0,299054.0,43.29
GOKUL,EQ,10012.0,7720.0,77.11
GOKULAGRO,EQ,316960.0,115305.0,36.38
GOLD1,EQ,1205888.0,766049.0,63.53
GOLD360,EQ,11049.0,5484.0,49.63
GOLDBEES,EQ,27796134.0,12022247.0,43.25
GOLDCASE,EQ,4923160.0,2601022.0,52.83
GOLDETF,EQ,727675.0,447201.0,61.46
GOLDETFADD,EQ,344657.0,317804.0,92.21
GOLDIAM,EQ,114518.0,58283.0,50.89
GOLDIETF,EQ,4555788.0,3112237.0,68.31
GOLDSHARE,EQ,521062.0,372044.0,71.4
GOLDSTAR,SM,67500.0,45000.0,66.67
GOLDTECH,EQ,24458.0,11759.0,48.08
GOODLUCK,EQ,101704.0,61081.0,60.06
GOPAL,EQ,81961.0,54768.0,66.82
GOYALALUM,EQ,49908.0,36497.0,73.13
GOYALSALT,SM,12600.0,12000.0,95.24
GPECO,SM,39400.0,24800.0,62.94
GPIL,EQ,2026360.0,884967.0,43.67
GPPL,EQ,1421965.0,706759.0,49.7
GPTHEALTH,EQ,68558.0,44673.0,65.16
GPTINFRA,EQ,162190.0,83440.0,51.45
GRANULES,EQ,384397.0,215216.0,55.99
GRAPHISAD,SM,7200.0,4800.0,66.67
GRAPHITE,EQ,1205945.0,480736.0,39.86
GRASIM,EQ,576935.0,351135.0,60.86
GRAVITA,EQ,1545383.0,392426.0,25.39
GREAVESCOT,EQ,1934232.0,808098.0,41.78
GREENCHEF,SM,21600.0,20000.0,92.59
GREENLAM,EQ,152186.0,36971.0,24.29
GREENPANEL,EQ,91166.0,50305.0,55.18
GREENPLY,EQ,61558.0,30928.0,50.24
GREENPOWER,EQ,5334779.0,2847075.0,53.37
GRINDWELL,EQ,319302.0,41289.0,12.93
GRINFRA,EQ,6579.0,4017.0,61.06
GRMOVER,EQ,938395.0,243392.0,25.94
GROBTEA,EQ,31799.0,5079.0,15.97
GROWWDEFNC,EQ,190483.0,124404.0,65.31
GROWWEV,EQ,106745.0,75431.0,70.66
GROWWGOLD,EQ,268265.0,102419.0,38.18
GROWWLIQID,EQ,112426.0,76418.0,67.97
GROWWLOVOL,EQ,27164.0,23907.0,88.01
GROWWMOM50,EQ,176127.0,147841.0,83.94
